"","assay","primary","colname"
"735","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A03M","TCGA-AO-A03M-01B-11R-A10J-07"
"736","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A03N","TCGA-AO-A03N-01B-11R-A10J-07"
"737","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A03O","TCGA-AO-A03O-01A-11R-A00Z-07"
"738","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A03P","TCGA-AO-A03P-01A-11R-A00Z-07"
"739","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A03R","TCGA-AO-A03R-01A-21R-A034-07"
"740","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A03T","TCGA-AO-A03T-01A-21R-A034-07"
"741","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A03V","TCGA-AO-A03V-01A-11R-A115-07"
"742","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0J2","TCGA-AO-A0J2-01A-11R-A034-07"
"743","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0J4","TCGA-AO-A0J4-01A-11R-A034-07"
"744","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0J6","TCGA-AO-A0J6-01A-11R-A034-07"
"745","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0JA","TCGA-AO-A0JA-01A-11R-A056-07"
"746","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0JB","TCGA-AO-A0JB-01A-11R-A32Y-07"
"747","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0JC","TCGA-AO-A0JC-01A-11R-A056-07"
"748","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0JD","TCGA-AO-A0JD-01A-11R-A056-07"
"749","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0JE","TCGA-AO-A0JE-01A-11R-A056-07"
"750","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0JF","TCGA-AO-A0JF-01A-11R-A056-07"
"751","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0JI","TCGA-AO-A0JI-01A-21R-A056-07"
"752","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0JL","TCGA-AO-A0JL-01A-11R-A056-07"
"753","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A0JM","TCGA-AO-A0JM-01A-21R-A056-07"
"754","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A126","TCGA-AO-A126-01A-11R-A10J-07"
"755","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A128","TCGA-AO-A128-01A-11R-A10J-07"
"756","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A129","TCGA-AO-A129-01A-21R-A10J-07"
"757","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A12A","TCGA-AO-A12A-01A-21R-A115-07"
"758","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A12B","TCGA-AO-A12B-01A-11R-A10J-07"
"759","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A12C","TCGA-AO-A12C-01A-11R-A10J-07"
"760","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A12D","TCGA-AO-A12D-01A-11R-A115-07"
"761","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A12F","TCGA-AO-A12F-01A-11R-A115-07"
"762","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A1KP","TCGA-AO-A1KP-01A-11R-A13Q-07"
"763","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A1KQ","TCGA-AO-A1KQ-01A-11R-A13Q-07"
"764","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A1KR","TCGA-AO-A1KR-01A-12R-A144-07"
"765","BRCA_RNASeq2GeneNorm-20160128","TCGA-AO-A1KT","TCGA-AO-A1KT-01A-11R-A13Q-07"
"766","BRCA_RNASeq2GeneNorm-20160128","TCGA-AQ-A04H","TCGA-AQ-A04H-01B-11R-A10J-07"
"767","BRCA_RNASeq2GeneNorm-20160128","TCGA-AQ-A04J","TCGA-AQ-A04J-01A-02R-A034-07"
"768","BRCA_RNASeq2GeneNorm-20160128","TCGA-AQ-A04L","TCGA-AQ-A04L-01B-21R-A10J-07"
"769","BRCA_RNASeq2GeneNorm-20160128","TCGA-AQ-A0Y5","TCGA-AQ-A0Y5-01A-11R-A14M-07"
"770","BRCA_RNASeq2GeneNorm-20160128","TCGA-AQ-A1H2","TCGA-AQ-A1H2-01A-11R-A13Q-07"
"771","BRCA_RNASeq2GeneNorm-20160128","TCGA-AQ-A1H3","TCGA-AQ-A1H3-01A-31R-A13Q-07"
"772","BRCA_RNASeq2GeneNorm-20160128","TCGA-AQ-A54N","TCGA-AQ-A54N-01A-11R-A266-07"
"773","BRCA_RNASeq2GeneNorm-20160128","TCGA-AQ-A54O","TCGA-AQ-A54O-01A-11R-A266-07"
"774","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TP","TCGA-AR-A0TP-01A-11R-A084-07"
"775","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TQ","TCGA-AR-A0TQ-01A-11R-A084-07"
"776","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TR","TCGA-AR-A0TR-01A-11R-A084-07"
"777","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TS","TCGA-AR-A0TS-01A-11R-A115-07"
"778","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TT","TCGA-AR-A0TT-01A-31R-A084-07"
"779","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TU","TCGA-AR-A0TU-01A-31R-A109-07"
"780","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TV","TCGA-AR-A0TV-01A-21R-A084-07"
"781","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TW","TCGA-AR-A0TW-01A-11R-A084-07"
"782","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TX","TCGA-AR-A0TX-01A-11R-A084-07"
"783","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TY","TCGA-AR-A0TY-01A-12R-A115-07"
"784","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0TZ","TCGA-AR-A0TZ-01A-12R-A084-07"
"785","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0U0","TCGA-AR-A0U0-01A-11R-A109-07"
"786","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0U2","TCGA-AR-A0U2-01A-11R-A109-07"
"787","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0U3","TCGA-AR-A0U3-01A-11R-A109-07"
"788","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A0U4","TCGA-AR-A0U4-01A-11R-A109-07"
"789","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AH","TCGA-AR-A1AH-01A-11R-A12D-07"
"790","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AJ","TCGA-AR-A1AJ-01A-21R-A12P-07"
"791","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AN","TCGA-AR-A1AN-01A-11R-A12P-07"
"792","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AO","TCGA-AR-A1AO-01A-11R-A12P-07"
"793","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AP","TCGA-AR-A1AP-01A-11R-A12P-07"
"794","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AQ","TCGA-AR-A1AQ-01A-11R-A12P-07"
"795","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AR","TCGA-AR-A1AR-01A-31R-A137-07"
"796","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AS","TCGA-AR-A1AS-01A-11R-A12P-07"
"797","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AU","TCGA-AR-A1AU-01A-11R-A12P-07"
"798","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AV","TCGA-AR-A1AV-01A-21R-A12P-07"
"799","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AW","TCGA-AR-A1AW-01A-21R-A12P-07"
"800","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AX","TCGA-AR-A1AX-01A-11R-A12P-07"
"801","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A1AY","TCGA-AR-A1AY-01A-21R-A12P-07"
"802","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24K","TCGA-AR-A24K-01A-11R-A169-07"
"803","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24L","TCGA-AR-A24L-01A-11R-A169-07"
"804","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24N","TCGA-AR-A24N-01A-11R-A169-07"
"805","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24P","TCGA-AR-A24P-01A-11R-A169-07"
"806","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24Q","TCGA-AR-A24Q-01A-12R-A169-07"
"807","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24R","TCGA-AR-A24R-01A-11R-A169-07"
"808","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24S","TCGA-AR-A24S-01A-11R-A169-07"
"809","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24U","TCGA-AR-A24U-01A-11R-A169-07"
"810","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24V","TCGA-AR-A24V-01A-21R-A169-07"
"811","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24W","TCGA-AR-A24W-01A-11R-A169-07"
"812","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A24Z","TCGA-AR-A24Z-01A-11R-A169-07"
"813","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A250","TCGA-AR-A250-01A-31R-A169-07"
"814","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A251","TCGA-AR-A251-01A-12R-A169-07"
"815","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A252","TCGA-AR-A252-01A-11R-A169-07"
"816","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A254","TCGA-AR-A254-01A-21R-A169-07"
"817","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A255","TCGA-AR-A255-01A-11R-A169-07"
"818","BRCA_RNASeq2GeneNorm-20160128","TCGA-AR-A256","TCGA-AR-A256-01A-11R-A169-07"
"819","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0I1","TCGA-B6-A0I1-01A-11R-A21T-07"
"820","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0I2","TCGA-B6-A0I2-01A-11R-A034-07"
"821","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0I5","TCGA-B6-A0I5-01A-11R-A034-07"
"822","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0I6","TCGA-B6-A0I6-01A-11R-A034-07"
"823","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0I8","TCGA-B6-A0I8-01A-11R-A034-07"
"824","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0I9","TCGA-B6-A0I9-01A-11R-A034-07"
"825","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0IB","TCGA-B6-A0IB-01A-11R-A034-07"
"826","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0IG","TCGA-B6-A0IG-01A-11R-A034-07"
"827","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0IJ","TCGA-B6-A0IJ-01A-11R-A034-07"
"828","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0IK","TCGA-B6-A0IK-01A-12R-A056-07"
"829","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0IO","TCGA-B6-A0IO-01A-11R-A034-07"
"830","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0IQ","TCGA-B6-A0IQ-01A-11R-A034-07"
"831","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RE","TCGA-B6-A0RE-01A-11R-A056-07"
"832","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RG","TCGA-B6-A0RG-01A-11R-A056-07"
"833","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RH","TCGA-B6-A0RH-01A-21R-A115-07"
"834","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RI","TCGA-B6-A0RI-01A-11R-A056-07"
"835","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RL","TCGA-B6-A0RL-01A-11R-A084-07"
"836","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RM","TCGA-B6-A0RM-01A-11R-A084-07"
"837","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RN","TCGA-B6-A0RN-01A-12R-A084-07"
"838","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RO","TCGA-B6-A0RO-01A-22R-A084-07"
"839","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RS","TCGA-B6-A0RS-01A-11R-A084-07"
"840","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0RT","TCGA-B6-A0RT-01A-21R-A084-07"
"841","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0WS","TCGA-B6-A0WS-01A-11R-A115-07"
"842","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0WT","TCGA-B6-A0WT-01A-11R-A109-07"
"843","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0WV","TCGA-B6-A0WV-01A-11R-A109-07"
"844","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0WW","TCGA-B6-A0WW-01A-11R-A109-07"
"845","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0WY","TCGA-B6-A0WY-01A-11R-A109-07"
"846","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0WZ","TCGA-B6-A0WZ-01A-11R-A109-07"
"847","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0X1","TCGA-B6-A0X1-01A-11R-A109-07"
"848","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0X4","TCGA-B6-A0X4-01A-11R-A109-07"
"849","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A0X5","TCGA-B6-A0X5-01A-21R-A109-07"
"850","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A1KC","TCGA-B6-A1KC-01B-11R-A157-07"
"851","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A1KF","TCGA-B6-A1KF-01A-11R-A13Q-07"
"852","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A1KI","TCGA-B6-A1KI-01A-11R-A14M-07"
"853","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A1KN","TCGA-B6-A1KN-01A-11R-A13Q-07"
"854","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A400","TCGA-B6-A400-01A-11R-A239-07"
"855","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A401","TCGA-B6-A401-01A-11R-A239-07"
"856","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A402","TCGA-B6-A402-01A-11R-A239-07"
"857","BRCA_RNASeq2GeneNorm-20160128","TCGA-B6-A409","TCGA-B6-A409-01A-11R-A24H-07"
"858","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0AU","TCGA-BH-A0AU-01A-11R-A12P-07"
"859","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0AV","TCGA-BH-A0AV-01A-31R-A115-07"
"860","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0AW","TCGA-BH-A0AW-01A-11R-A056-07"
"861","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0AY","TCGA-BH-A0AY-01A-21R-A00Z-07"
"862","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0AZ","TCGA-BH-A0AZ-01A-21R-A12P-07"
"863","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0B0","TCGA-BH-A0B0-01A-21R-A115-07"
"864","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0B1","TCGA-BH-A0B1-01A-12R-A056-07"
"865","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0B3","TCGA-BH-A0B3-01A-11R-A056-07"
"866","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0B4","TCGA-BH-A0B4-01A-11R-A00Z-07"
"867","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0B6","TCGA-BH-A0B6-01A-11R-A19W-07"
"868","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0B7","TCGA-BH-A0B7-01A-12R-A115-07"
"869","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0B8","TCGA-BH-A0B8-01A-21R-A056-07"
"870","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0B9","TCGA-BH-A0B9-01A-11R-A056-07"
"871","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BC","TCGA-BH-A0BC-01A-22R-A084-07"
"872","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BD","TCGA-BH-A0BD-01A-11R-A034-07"
"873","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BF","TCGA-BH-A0BF-01A-21R-A12P-07"
"874","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BG","TCGA-BH-A0BG-01A-11R-A115-07"
"875","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BJ","TCGA-BH-A0BJ-01A-11R-A056-07"
"876","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BL","TCGA-BH-A0BL-01A-11R-A115-07"
"877","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BM","TCGA-BH-A0BM-01A-11R-A056-07"
"878","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BO","TCGA-BH-A0BO-01A-23R-A12D-07"
"879","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BP","TCGA-BH-A0BP-01A-11R-A115-07"
"880","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BQ","TCGA-BH-A0BQ-01A-21R-A115-07"
"881","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BR","TCGA-BH-A0BR-01A-21R-A115-07"
"882","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BS","TCGA-BH-A0BS-01A-11R-A12P-07"
"883","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BT","TCGA-BH-A0BT-01A-11R-A12P-07"
"884","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BV","TCGA-BH-A0BV-01A-11R-A00Z-07"
"885","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BW","TCGA-BH-A0BW-01A-11R-A115-07"
"886","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0BZ","TCGA-BH-A0BZ-01A-31R-A12P-07"
"887","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0C0","TCGA-BH-A0C0-01A-21R-A056-07"
"888","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0C7","TCGA-BH-A0C7-01B-11R-A115-07"
"889","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DD","TCGA-BH-A0DD-01A-31R-A12P-07"
"890","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DE","TCGA-BH-A0DE-01A-11R-A115-07"
"891","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DG","TCGA-BH-A0DG-01A-21R-A12P-07"
"892","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DH","TCGA-BH-A0DH-01A-11R-A084-07"
"893","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DI","TCGA-BH-A0DI-01A-21R-A12P-07"
"894","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DK","TCGA-BH-A0DK-01A-21R-A056-07"
"895","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DO","TCGA-BH-A0DO-01B-11R-A12D-07"
"896","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DQ","TCGA-BH-A0DQ-01A-11R-A084-07"
"897","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DS","TCGA-BH-A0DS-01A-11R-A056-07"
"898","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DT","TCGA-BH-A0DT-01A-21R-A12D-07"
"899","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DV","TCGA-BH-A0DV-01A-21R-A12P-07"
"900","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DX","TCGA-BH-A0DX-01A-11R-A115-07"
"901","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0DZ","TCGA-BH-A0DZ-01A-11R-A00Z-07"
"902","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0E0","TCGA-BH-A0E0-01A-11R-A056-07"
"903","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0E1","TCGA-BH-A0E1-01A-11R-A056-07"
"904","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0E2","TCGA-BH-A0E2-01A-11R-A056-07"
"905","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0E6","TCGA-BH-A0E6-01A-11R-A034-07"
"906","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0E7","TCGA-BH-A0E7-01A-11R-A034-07"
"907","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0EA","TCGA-BH-A0EA-01A-11R-A115-07"
"908","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0EB","TCGA-BH-A0EB-01A-11R-A034-07"
"909","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0EE","TCGA-BH-A0EE-01A-11R-A034-07"
"910","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0EI","TCGA-BH-A0EI-01A-11R-A115-07"
"911","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0GY","TCGA-BH-A0GY-01A-11R-A056-07"
"912","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0GZ","TCGA-BH-A0GZ-01A-11R-A056-07"
"913","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0H0","TCGA-BH-A0H0-01A-11R-A056-07"
"914","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0H3","TCGA-BH-A0H3-01A-11R-A12P-07"
"915","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0H5","TCGA-BH-A0H5-01A-21R-A115-07"
"916","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0H6","TCGA-BH-A0H6-01A-21R-A056-07"
"917","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0H7","TCGA-BH-A0H7-01A-13R-A056-07"
"918","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0H9","TCGA-BH-A0H9-01A-11R-A056-07"
"919","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HA","TCGA-BH-A0HA-01A-11R-A12P-07"
"920","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HB","TCGA-BH-A0HB-01A-11R-A056-07"
"921","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HF","TCGA-BH-A0HF-01A-11R-A056-07"
"922","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HI","TCGA-BH-A0HI-01A-11R-A084-07"
"923","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HK","TCGA-BH-A0HK-01A-11R-A056-07"
"924","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HL","TCGA-BH-A0HL-01A-11R-A10U-07"
"925","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HN","TCGA-BH-A0HN-01A-11R-A10U-07"
"926","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HO","TCGA-BH-A0HO-01A-11R-A034-07"
"927","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HQ","TCGA-BH-A0HQ-01A-11R-A034-07"
"928","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HU","TCGA-BH-A0HU-01A-11R-A034-07"
"929","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HW","TCGA-BH-A0HW-01A-11R-A034-07"
"930","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HX","TCGA-BH-A0HX-01A-21R-A056-07"
"931","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0HY","TCGA-BH-A0HY-01A-11R-A056-07"
"932","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0RX","TCGA-BH-A0RX-01A-21R-A084-07"
"933","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0W3","TCGA-BH-A0W3-01A-11R-A109-07"
"934","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0W4","TCGA-BH-A0W4-01A-11R-A109-07"
"935","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0W5","TCGA-BH-A0W5-01A-11R-A109-07"
"936","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A0W7","TCGA-BH-A0W7-01A-11R-A115-07"
"937","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18F","TCGA-BH-A18F-01A-11R-A12D-07"
"938","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18G","TCGA-BH-A18G-01A-11R-A12D-07"
"939","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18H","TCGA-BH-A18H-01A-11R-A12D-07"
"940","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18I","TCGA-BH-A18I-01A-11R-A12D-07"
"941","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18J","TCGA-BH-A18J-01A-11R-A12D-07"
"942","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18K","TCGA-BH-A18K-01A-11R-A12D-07"
"943","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18L","TCGA-BH-A18L-01A-32R-A12D-07"
"944","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18M","TCGA-BH-A18M-01A-11R-A12D-07"
"945","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18N","TCGA-BH-A18N-01A-11R-A12D-07"
"946","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18P","TCGA-BH-A18P-01A-11R-A12D-07"
"947","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18Q","TCGA-BH-A18Q-01A-12R-A12D-07"
"948","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18R","TCGA-BH-A18R-01A-11R-A12D-07"
"949","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18T","TCGA-BH-A18T-01A-11R-A12D-07"
"950","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18U","TCGA-BH-A18U-01A-21R-A12D-07"
"951","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A18V","TCGA-BH-A18V-01A-11R-A12D-07"
"952","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A1EN","TCGA-BH-A1EN-01A-11R-A13Q-07"
"953","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A1ES","TCGA-BH-A1ES-01A-11R-A137-07"
"954","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A1ET","TCGA-BH-A1ET-01A-11R-A137-07"
"955","BRCA_RNASeq2GeneNorm-20160128","TCGA-BH-A1EU","TCGA-BH-A1EU-01A-11R-A137-07"
